smiles,Cation,Anion,Melting point (K)
C[N+](C)(C)CCN=[N+]=[N-].[N-]=[N+]=[N-],C[N+](C)(C)CCN=[N+]=[N-],[N-]=[N+]=[N-],365.15
N#C[N-][N+](=O)[O-].[N-]=[N+]=NCC[NH2+]CCN=[N+]=[N-],[N-]=[N+]=NCC[NH2+]CCN=[N+]=[N-],N#C[N-][N+](=O)[O-],331.15
CC[NH+](CC)CC.[N-]=[N+]=[N-],CC[NH+](CC)CC,[N-]=[N+]=[N-],353.15
CC(C)[NH+](C)C.[N-]=[N+]=[N-],CC(C)[NH+](C)C,[N-]=[N+]=[N-],348.15
C#CCn1cc[n+](C)c1.N#C[N-]C#N,C#CCn1cc[n+](C)c1,N#C[N-]C#N,290.15
CC#CC[n+]1ccn(C)c1.N#C[N-]C#N,CC#CC[n+]1ccn(C)c1,N#C[N-]C#N,322.15
CCC#CC[n+]1ccn(C)c1.N#C[N-]C#N,CCC#CC[n+]1ccn(C)c1,N#C[N-]C#N,332.15
CC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC[n+]1ccn(C)c1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,413.15
CC[n+]1ccn(C)c1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,CC[n+]1ccn(C)c1,FC(F)(F)C(O[Al-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,448.15
CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(O[Al-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,341.15
CC[n+]1cn(C)c2ccccc21.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC[n+]1cn(C)c2ccccc21,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,382.15
CC[n+]1cn(C)c2ccccc21.FC(F)(F)C(O[Al-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,CC[n+]1cn(C)c2ccccc21,FC(F)(F)C(O[Al-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,488.15
CC[N+]1=C(C)N(C)CC1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,CC[N+]1=C(C)N(C)CC1,FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,409.15
CC[N+]1=C(C)N(C)CC1.FC(F)(F)C(O[Al-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,CC[N+]1=C(C)N(C)CC1,FC(F)(F)C(O[Al-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,489.15
CC[N+]1=C2CCCN2CCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]1=C2CCCN2CCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,297.15
CCC[N+]1=C2CCCN2CCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCC[N+]1=C2CCCN2CCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,289.15
CCCC[N+]1=C2CCCN2CCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[N+]1=C2CCCN2CCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,297.15
CC[N+]1=C2CCCCCN2CCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]1=C2CCCCCN2CCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,302.15
COCCOCC[N+](C)(C)CCOCCOC.[Cl-],COCCOCC[N+](C)(C)CCOCCOC,[Cl-],311.15
CC[N+](CCOCCOC)(CCOCCOC)CCOCCOC.[Br-],CC[N+](CCOCCOC)(CCOCCOC)CCOCCOC,[Br-],317.15
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc([S+](c2ccccc2)c2ccccc2)cc1,c1ccc([S+](c2ccccc2)c2ccccc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,365.15
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.c1ccc([S+](c2ccccc2)c2ccccc2)cc1,c1ccc([S+](c2ccccc2)c2ccccc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,309.15
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(Oc2ccccc2[S+](c2ccccc2)c2ccccc2)cc1,c1ccc(Oc2ccccc2[S+](c2ccccc2)c2ccccc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,336.15
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)(c1ccccc1)c1ccccc1[S+](c1ccccc1)c1ccccc1,O=S(=O)(c1ccccc1)c1ccccc1[S+](c1ccccc1)c1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,378.15
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.O=S(=O)(c1ccccc1)c1ccccc1[S+](c1ccccc1)c1ccccc1,O=S(=O)(c1ccccc1)c1ccccc1[S+](c1ccccc1)c1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,405.15
CC[N+](CC)(CC)CC.Fc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,CC[N+](CC)(CC)CC,Fc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,328.15
CC[n+]1ccn(C)c1.Fc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,CC[n+]1ccn(C)c1,Fc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,313.15
CCCC[n+]1ccn(C)c1.Fc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,CCCC[n+]1ccn(C)c1,Fc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,308.15
CCCCCCCC[n+]1ccn(C)c1.Fc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,CCCCCCCC[n+]1ccn(C)c1,Fc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,283.15
CCCC[n+]1ccn(C)c1C.Fc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,CCCC[n+]1ccn(C)c1C,Fc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,308.15
CCCC[n+]1ccn(C)c1.COc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,CCCC[n+]1ccn(C)c1,COc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,282.15
CCCC[n+]1ccn(C)c1.CCCOc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,CCCC[n+]1ccn(C)c1,CCCOc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,270.15
CC(C)(C)Oc1c(F)c(F)c([B-](F)(F)F)c(F)c1F.CCCC[n+]1ccn(C)c1,CCCC[n+]1ccn(C)c1,CC(C)(C)Oc1c(F)c(F)c([B-](F)(F)F)c(F)c1F,306.15
CCCC[n+]1ccn(C)c1.Fc1c(F)c([B-](F)(F)F)c(F)c(F)c1OCc1ccccc1,CCCC[n+]1ccn(C)c1,Fc1c(F)c([B-](F)(F)F)c(F)c(F)c1OCc1ccccc1,295.15
CCCC[n+]1ccn(C)c1.Fc1c(F)c([B-](F)(F)F)c(F)c(F)c1Oc1ccccc1,CCCC[n+]1ccn(C)c1,Fc1c(F)c([B-](F)(F)F)c(F)c(F)c1Oc1ccccc1,351.15
CC1(C)C2CCC1(C)C(Oc1c(F)c(F)c([B-](F)(F)F)c(F)c1F)C2.CCCC[n+]1ccn(C)c1,CCCC[n+]1ccn(C)c1,CC1(C)C2CCC1(C)C(Oc1c(F)c(F)c([B-](F)(F)F)c(F)c1F)C2,343.15
C1CCC2=NCCC[NH+]2CC1.CC1=CC(=O)[N-]S(=O)(=O)O1,C1CCC2=NCCC[NH+]2CC1,CC1=CC(=O)[N-]S(=O)(=O)O1,374.15
C1CCC2=NCCC[NH+]2CC1.CCCCN(C)C(=O)[O-],C1CCC2=NCCC[NH+]2CC1,CCCCN(C)C(=O)[O-],501.15
CCN(CC)C(=O)[O-].CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,CCN(CC)C(=O)[O-],337.15
CC(C)N(C(=O)[O-])C(C)C.CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,CC(C)N(C(=O)[O-])C(C)C,312.15
CC1=CC(=O)[N-]S(=O)(=O)O1.CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,CC1=CC(=O)[N-]S(=O)(=O)O1,345.15
CCCCN(C)C(=O)[O-].CN(C)C(=[NH2+])N(C)C,CN(C)C(=[NH2+])N(C)C,CCCCN(C)C(=O)[O-],327.15
CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OCC(=O)[O-],CCCCCCCCCCCCCCCC[N+](C)(C)C,Cc1cc(Cl)ccc1OCC(=O)[O-],330.15
CCCCCCCCCCCCCCCC[N+](C)(C)C.O=C([O-])COc1ccc(Cl)cc1Cl,CCCCCCCCCCCCCCCC[N+](C)(C)C,O=C([O-])COc1ccc(Cl)cc1Cl,347.15
CCCCCCCCCCCCCCCC[N+](C)(C)C.COc1c(Cl)ccc(Cl)c1C(=O)[O-],CCCCCCCCCCCCCCCC[N+](C)(C)C,COc1c(Cl)ccc(Cl)c1C(=O)[O-],374.15
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OCC(=O)[O-],CCCCCCCCCCCCCCCCCC[N+](C)(C)C,Cc1cc(Cl)ccc1OCC(=O)[O-],341.15
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.O=C([O-])COc1ccc(Cl)cc1Cl,CCCCCCCCCCCCCCCCCC[N+](C)(C)C,O=C([O-])COc1ccc(Cl)cc1Cl,328.15
CCCCCCCCCCCCCCCCCC[N+](C)(C)C.COc1c(Cl)ccc(Cl)c1C(=O)[O-],CCCCCCCCCCCCCCCCCC[N+](C)(C)C,COc1c(Cl)ccc(Cl)c1C(=O)[O-],349.15
CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1cc(Cl)ccc1OCC(=O)[O-],CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C,Cc1cc(Cl)ccc1OCC(=O)[O-],336.15
CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C.O=C([O-])COc1ccc(Cl)cc1Cl,CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C,O=C([O-])COc1ccc(Cl)cc1Cl,334.15
CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C.COc1c(Cl)ccc(Cl)c1C(=O)[O-],CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C,COc1c(Cl)ccc(Cl)c1C(=O)[O-],345.15
C=Cn1cc[n+](CC)c1.O=S(=O)(F)[N-]S(=O)(=O)F,C=Cn1cc[n+](CC)c1,O=S(=O)(F)[N-]S(=O)(=O)F,250.15
C=CCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,C=CCn1cc[n+](C)c1,O=S(=O)(F)[N-]S(=O)(=O)F,270.15
C=Cn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C=Cn1cc[n+](CC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,277.15
NC(N)=[NH2+].O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NC(N)=[NH2+],O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,459.15
CCCCCCCCC[n+]1cccnc1.F[B-](F)(F)F,CCCCCCCCC[n+]1cccnc1,F[B-](F)(F)F,321.15
C[n+]1cccnc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[n+]1cccnc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,215.15
CC[n+]1cccnc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1cccnc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,320.15
CCCCCCCCC[n+]1cccnc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCC[n+]1cccnc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,221.15
CCCC[P+](CCCC)(CCCC)CCCC.COc1cc(C=CC(=O)[O-])ccc1O,CCCC[P+](CCCC)(CCCC)CCCC,COc1cc(C=CC(=O)[O-])ccc1O,388.15
CCCC[N+](CCCC)(CCCC)CCCC.COc1cc(C=CC(=O)[O-])ccc1O,CCCC[N+](CCCC)(CCCC)CCCC,COc1cc(C=CC(=O)[O-])ccc1O,392.15
CCCC[P+](CCCC)(CCCC)CCCC.O=C([O-])C=Cc1ccc(O)cc1,CCCC[P+](CCCC)(CCCC)CCCC,O=C([O-])C=Cc1ccc(O)cc1,418.15
CCCC[N+](CCCC)(CCCC)CCCC.O=C([O-])C=Cc1ccc(O)cc1,CCCC[N+](CCCC)(CCCC)CCCC,O=C([O-])C=Cc1ccc(O)cc1,423.15
Br[Al-](Br)(Br)Br.CCC[N+](C)(C)CC,CCC[N+](C)(C)CC,Br[Al-](Br)(Br)Br,290.15
Br[Al-](Br)(Br)Br.CCCC[N+](C)(C)CCC,CCCC[N+](C)(C)CCC,Br[Al-](Br)(Br)Br,338.15
Br[Al-](Br)(Br)Br.CCCC[N+](C)(CC)CC,CCCC[N+](C)(CC)CC,Br[Al-](Br)(Br)Br,364.15
Br[Al-](Br)(Br)Br.CCCCC[N+](CC)(CC)CC,CCCCC[N+](CC)(CC)CC,Br[Al-](Br)(Br)Br,320.15
Br[Al-](Br)(Br)Br.CCCCC[P+](CC)(CC)CC,CCCCC[P+](CC)(CC)CC,Br[Al-](Br)(Br)Br,308.15
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,282.15
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,279.15
C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,406.15
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,306.15
CCCC[n+]1ccccc1C.F[B-](F)(F)F,CCCC[n+]1ccccc1C,F[B-](F)(F)F,301.15
CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,CC[n+]1ccn(C)c1,CCCCCCCCOS(=O)(=O)[O-],283.15
CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,CCCC[n+]1cccc(C)c1,O=S(=O)([O-])C(F)(F)F,303.15
CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[n+]1cccc(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,272.15
O=[N+]([O-])[O-].c1ccc2c(c1)CCC[NH2+]2,c1ccc2c(c1)CCC[NH2+]2,O=[N+]([O-])[O-],396.15
CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCCC.[I-],CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCCC,[I-],373.15
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[O-][Cl+3]([O-])([O-])[O-],CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,[O-][Cl+3]([O-])([O-])[O-],383.15
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[I-],CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC,[I-],396.15
CCCCC[N+](CCCCC)(CCCCC)CCCCC.N#C[S-],CCCCC[N+](CCCCC)(CCCCC)CCCCC,N#C[S-],323.15
CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])[O-],CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,O=[N+]([O-])[O-],345.15
CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC,[Br-],395.15
CCCC[N+](CCCC)(CCCC)CCCC.O=[N+]([O-])[O-],CCCC[N+](CCCC)(CCCC)CCCC,O=[N+]([O-])[O-],392.15
CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],CCCCC[N+](CCCCC)(CCCCC)CCCCC,[Br-],376.15
CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCC[N+](CCCC)(CCCC)CCCC,[Cl-],314.15
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,F[B-](F)(F)F,367.15
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])[O-],CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,O=[N+]([O-])[O-],345.15
CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCCC.[O-][Cl+3]([O-])([O-])[O-],CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCCC,[O-][Cl+3]([O-])([O-])[O-],378.15
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[O-][Cl+3]([O-])([O-])[O-],CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC,[O-][Cl+3]([O-])([O-])[O-],399.15
CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,[Br-],377.15
CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[I-],CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,[I-],371.15
CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,[Br-],381.15
CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC,[Br-],369.15
CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C.[Br-],CCCC[N+](CCC(C)C)(CCC(C)C)CCC(C)C,[Br-],395.15
CCCCC[N+](CCCCC)(CCCCC)CCCCC.O=[N+]([O-])[O-],CCCCC[N+](CCCCC)(CCCCC)CCCCC,O=[N+]([O-])[O-],387.15
CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[O-][Cl+3]([O-])([O-])[O-],CCCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,[O-][Cl+3]([O-])([O-])[O-],376.15
C[NH+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[NH+](C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,357.15
CCC[N+](C)(C)CCO.[Br-],CCC[N+](C)(C)CCO,[Br-],372.15
CCCC[N+](C)(C)CCO.[Br-],CCCC[N+](C)(C)CCO,[Br-],359.15
CCCCCC[N+](C)(C)CCO.[Br-],CCCCCC[N+](C)(C)CCO,[Br-],355.15
CCCC[P+](CCCC)(CCCC)CCCC.CS(=O)(=O)[O-],CCCC[P+](CCCC)(CCCC)CCCC,CS(=O)(=O)[O-],335.15
CCCCCC[n+]1cccc(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,CCCCCC[n+]1cccc(C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,329.15
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-],236.15
CC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,CC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,333.15
CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,CC[n+]1ccn(C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,323.15
CCCCCCCC[n+]1ccn(C)c1.[Cl-],CCCCCCCC[n+]1ccn(C)c1,[Cl-],285.15
CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCC.O=C([O-])C(F)(F)F,CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCC,O=C([O-])C(F)(F)F,280.15
CCCCCCCCCCCOC[N+](C)(C)CCO.N#C[N-]C#N,CCCCCCCCCCCOC[N+](C)(C)CCO,N#C[N-]C#N,283.15
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.O=[N+]([O-])[O-],CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,O=[N+]([O-])[O-],305.15
CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCn1cc[n+](CC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,262.15
CCCC[n+]1ccc(C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,CCCC[n+]1ccc(C)cc1,Cc1ccc(S(=O)(=O)[O-])cc1,325.15
CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCC[n+]1ccc(C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,291.15
Cc1cc(C)[nH+]c(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,Cc1cc(C)[nH+]c(C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,404.15
CCCC[n+]1cccc(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,CCCC[n+]1cccc(C)c1,Cc1ccc(S(=O)(=O)[O-])cc1,324.15
Cc1cc[n+](C)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,Cc1cc[n+](C)cc1,Cc1ccc(S(=O)(=O)[O-])cc1,425.15
CCCCCC[n+]1cccc2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CCCCCC[n+]1cccc2ccccc21,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,317.15
CC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,CC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,358.15
CCCC[N+]1(C)CCCCC1.N#C[S-],CCCC[N+]1(C)CCCCC1,N#C[S-],304.15
CCCCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,CCCCCC[n+]1cccc(C)c1,O=S(=O)([O-])C(F)(F)F,338.15
CCCC[N+]1(C)CCCC1.N#C[S-],CCCC[N+]1(C)CCCC1,N#C[S-],295.15
Nc1[nH]nn[n+]1N.[O-][Cl+3]([O-])([O-])[O-],Nc1[nH]nn[n+]1N,[O-][Cl+3]([O-])([O-])[O-],401.15
C[NH+]1C=CN(CCCc2ccccc2)C1.F[P-](F)(F)(F)(F)F,C[NH+]1C=CN(CCCc2ccccc2)C1,F[P-](F)(F)(F)(F)F,325.15
C[NH+]1C=CN(CCc2ccccc2)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[NH+]1C=CN(CCc2ccccc2)C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,310.15
C[NH+]1C=CN(CCCc2ccccc2)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C[NH+]1C=CN(CCCc2ccccc2)C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,321.15
C[NH+]1C=CN(CCc2ccccc2)C1.F[P-](F)(F)(F)(F)F,C[NH+]1C=CN(CCc2ccccc2)C1,F[P-](F)(F)(F)(F)F,376.15
CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-],269.15
Cn1nn[n+](N)c1N.O=[N+]([O-])[O-],Cn1nn[n+](N)c1N,O=[N+]([O-])[O-],394.15
CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCC[N+]1(C)CCCC1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,277.15
