smiles,Cation,Anion,Melting point (K)
COc1cccc(C(=O)C[n+]2ccn(C)c2SC(C)C)c1.[Br-],COc1cccc(C(=O)C[n+]2ccn(C)c2SC(C)C)c1,[Br-],431.15
Cc1ccc(C(=O)C[n+]2cn(C)c(-c3ccccc3)c2-c2ccccc2)cc1.[Br-],Cc1ccc(C(=O)C[n+]2cn(C)c(-c3ccccc3)c2-c2ccccc2)cc1,[Br-],455.15
Cc1n(CC(=O)c2ccc(Sc3ccccc3)cc2)cc[n+]1CC(=O)c1ccc(Sc2ccccc2)cc1.[Br-],Cc1n(CC(=O)c2ccc(Sc3ccccc3)cc2)cc[n+]1CC(=O)c1ccc(Sc2ccccc2)cc1,[Br-],524.15
C=CCn1cc[n+](CCC#N)c1.[Br-],C=CCn1cc[n+](CCC#N)c1,[Br-],362.15
Cc1cc(C)c(C)c(C(=O)Cn2cc[n+](CC(=O)c3c(C)c(C)cc(C)c3C)c2)c1C.[Br-],Cc1cc(C)c(C)c(C(=O)Cn2cc[n+](CC(=O)c3c(C)c(C)cc(C)c3C)c2)c1C,[Br-],546.15
Cn1cc[n+](CCCCCC(=O)O)c1.[Br-],Cn1cc[n+](CCCCCC(=O)O)c1,[Br-],377.15
C=CC[n+]1cn(CCC#N)cc1-c1ccccc1.[Br-],C=CC[n+]1cn(CCC#N)cc1-c1ccccc1,[Br-],389.15
N#CCCC[n+]1cn(CCC#N)cc1-c1ccccc1.[Br-],N#CCCC[n+]1cn(CCC#N)cc1-c1ccccc1,[Br-],405.15
N#CCCn1cc(-c2ccccc2)[n+](Cc2ccccc2)c1.[Br-],N#CCCn1cc(-c2ccccc2)[n+](Cc2ccccc2)c1,[Br-],447.15
COC(=O)c1ccc(NC(=O)C[n+]2cn(CCC#N)cc2-c2ccccc2)cc1.[Br-],COC(=O)c1ccc(NC(=O)C[n+]2cn(CCC#N)cc2-c2ccccc2)cc1,[Br-],479.15
Cc1n(O)cc(Br)[n+]1O.[Br-],Cc1n(O)cc(Br)[n+]1O,[Br-],427.15
On1cc[n+](O)c1Br.[Br-],On1cc[n+](O)c1Br,[Br-],454.15
Cc1c(C)[n+](O)c(Br)n1O.[Br-],Cc1c(C)[n+](O)c(Br)n1O,[Br-],425.15
N#Cc1n(O)cc(Br)[n+]1O.[Br-],N#Cc1n(O)cc(Br)[n+]1O,[Br-],434.15
On1cc(Br)[n+](O)c1-c1ccccc1.[Br-],On1cc(Br)[n+](O)c1-c1ccccc1,[Br-],431.15
Cc1c(C)[n+](Cc2ccc(F)cc2)cn1Cc1ccc(F)cc1.[Br-],Cc1c(C)[n+](Cc2ccc(F)cc2)cn1Cc1ccc(F)cc1,[Br-],523.15
Cn1cc[n+](Cc2ccc(C(=O)c3ccccc3)cc2)c1.[Br-],Cn1cc[n+](Cc2ccc(C(=O)c3ccccc3)cc2)c1,[Br-],367.15
Cc1ccccc1C[n+]1ccn(CCC(C(N)=O)(c2ccccc2)c2ccccc2)c1C.[Br-],Cc1ccccc1C[n+]1ccn(CCC(C(N)=O)(c2ccccc2)c2ccccc2)c1C,[Br-],498.15
Cc1n(CCCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1.[Br-],Cc1n(CCCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,[Br-],445.15
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1Cl.[Br-],Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1Cl,[Br-],472.15
Cc1cccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)c1.[Br-],Cc1cccc(C[n+]2ccn(CCC(C(N)=O)(c3ccccc3)c3ccccc3)c2C)c1,[Br-],484.15
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1cccc(Cl)c1.[Br-],Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1cccc(Cl)c1,[Br-],495.15
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(Cl)cc1.[Br-],Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc(Cl)cc1,[Br-],407.15
Cc1n(CCCCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1.[Br-],Cc1n(CCCCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccccc1,[Br-],429.15
Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc([N+](=O)[O-])cc1.[Br-],Cc1n(CCC(C(N)=O)(c2ccccc2)c2ccccc2)cc[n+]1Cc1ccc([N+](=O)[O-])cc1,[Br-],489.15
CC(C)(C)[n+]1ccn(Cc2ccccn2)c1.[Br-],CC(C)(C)[n+]1ccn(Cc2ccccn2)c1,[Br-],338.15
CCN(CC)C(=O)C[n+]1ccn(C(C)(C)C)c1.[Br-],CCN(CC)C(=O)C[n+]1ccn(C(C)(C)C)c1,[Br-],391.15
Cn1cc[n+](Cc2ccccc2)c1Sc1ccccc1.[Br-],Cn1cc[n+](Cc2ccccc2)c1Sc1ccccc1,[Br-],380.15
CCN(CC)C(=O)C[n+]1ccn(-c2c(C)cc(C)cc2C)c1.[Br-],CCN(CC)C(=O)C[n+]1ccn(-c2c(C)cc(C)cc2C)c1,[Br-],448.15
CC(C)(C)c1cc(Cn2cc[n+](C(C)(C)C)c2)c(N)c(C(C)(C)C)c1.[Br-],CC(C)(C)c1cc(Cn2cc[n+](C(C)(C)C)c2)c(N)c(C(C)(C)C)c1,[Br-],457.15
CC(C)(C)c1cc(Cn2cc[n+](C(C)(C)C)c2)c([N+](=O)[O-])c(C(C)(C)C)c1.[Br-],CC(C)(C)c1cc(Cn2cc[n+](C(C)(C)C)c2)c([N+](=O)[O-])c(C(C)(C)C)c1,[Br-],457.15
CC[n+]1ccn(CCc2ccccc2)c1.[Br-],CC[n+]1ccn(CCc2ccccc2)c1,[Br-],316.15
[Br-].c1ccc(Cn2cc[n+](Cc3ccccc3)c2Sc2ccccc2)cc1,c1ccc(Cn2cc[n+](Cc3ccccc3)c2Sc2ccccc2)cc1,[Br-],444.15
CC(C[n+]1ccn(C)c1)=NO.[Br-],CC(C[n+]1ccn(C)c1)=NO,[Br-],440.15
CC[n+]1ccn([C@H](CO)C(C)C)c1.[Br-],CC[n+]1ccn([C@H](CO)C(C)C)c1,[Br-],285.15
CC[n+]1ccn([C@H](CO)CC(C)C)c1.[Br-],CC[n+]1ccn([C@H](CO)CC(C)C)c1,[Br-],289.15
Cc1cc(C)c(-n2cc[n+](-c3c(C)cc(C)cc3C)c2)c(C)c1.[Br-],Cc1cc(C)c(-n2cc[n+](-c3c(C)cc(C)cc3C)c2)c(C)c1,[Br-],581.15
CCCCCCCCCCCCCCCCn1cc[n+](CC(C)=NO)c1.[Br-],CCCCCCCCCCCCCCCCn1cc[n+](CC(C)=NO)c1,[Br-],397.15
CCCCCCCCCCCCCCCCCCOCC(COC[n+]1ccn(C)c1)OCCCCCCCCCCCCCCCCCC.[Br-],CCCCCCCCCCCCCCCCCCOCC(COC[n+]1ccn(C)c1)OCCCCCCCCCCCCCCCCCC,[Br-],352.15
Cc1cscc1OCCC[n+]1ccn(C)c1C.[Br-],Cc1cscc1OCCC[n+]1ccn(C)c1C,[Br-],391.15
COC(=O)Cn1cc(C(=O)OC)[n+](CC(=O)OC)c1.[Br-],COC(=O)Cn1cc(C(=O)OC)[n+](CC(=O)OC)c1,[Br-],404.15
COC(=O)Cn1cc(C(=O)Nc2ccccc2)[n+](CC(=O)OC)c1.[Br-],COC(=O)Cn1cc(C(=O)Nc2ccccc2)[n+](CC(=O)OC)c1,[Br-],456.15
CCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CCCCCCCCCC[n+]1ccn(C)c1)C(=O)OCC.[Br-],CCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CCCCCCCCCC[n+]1ccn(C)c1)C(=O)OCC,[Br-],354.15
C[n+]1ccn(Cc2cc3ccc2CCc2ccc(c(C4=NC(C)(C)CO4)c2)CC3)c1.[Br-],C[n+]1ccn(Cc2cc3ccc2CCc2ccc(c(C4=NC(C)(C)CO4)c2)CC3)c1,[Br-],385.15
CCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CCCCC)C(=O)OCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],CCCCCCCCCCCC(=O)NCCCC[C@H](NC(=O)CCCCC)C(=O)OCCCCCCCCCCC[n+]1ccn(C)c1,[Br-],352.15
C#CC[n+]1ccn(C=C)c1.[Br-],C#CC[n+]1ccn(C=C)c1,[Br-],431.15
C#CC[n+]1ccn(CC=C)c1.[Br-],C#CC[n+]1ccn(CC=C)c1,[Br-],339.15
CC(C)Cn1cc[n+](CC(C)C)c1.[Br-],CC(C)Cn1cc[n+](CC(C)C)c1,[Br-],358.15
CCCCCCNC(=O)Cn1cc[n+](CC(=O)NCCCCCC)c1.[Br-],CCCCCCNC(=O)Cn1cc[n+](CC(=O)NCCCCCC)c1,[Br-],405.15
Cc1cc(C)c(-[n+]2ccn(Cc3cc4ccc3CCc3ccc(c(P(c5ccccc5)c5ccccc5)c3)CC4)c2)c(C)c1.[Br-],Cc1cc(C)c(-[n+]2ccn(Cc3cc4ccc3CCc3ccc(c(P(c5ccccc5)c5ccccc5)c3)CC4)c2)c(C)c1,[Br-],548.15
C=CCn1cc[n+](CCC)c1.[Br-],C=CCn1cc[n+](CCC)c1,[Br-],303.15
C#CCn1cc[n+](CC#C)c1.[Br-],C#CCn1cc[n+](CC#C)c1,[Br-],415.15
C=CCn1cc[n+](CCCCC)c1.[Br-],C=CCn1cc[n+](CCCCC)c1,[Br-],294.15
CCCCCCCCCCCCn1cc[n+](CC[C@H](C)CCC=C(C)C)c1.[Br-],CCCCCCCCCCCCn1cc[n+](CC[C@H](C)CCC=C(C)C)c1,[Br-],279.15
CCCCCCCCCCCCCCCCCCn1cc[n+](CC[C@H](C)CCC=C(C)C)c1.[Br-],CCCCCCCCCCCCCCCCCCn1cc[n+](CC[C@H](C)CCC=C(C)C)c1,[Br-],314.15
CC(=O)c1sc(Nc2ccccc2)c(-n2cc[n+](CC(=O)c3ccccc3)c2)c1-c1ccccc1.[Br-],CC(=O)c1sc(Nc2ccccc2)c(-n2cc[n+](CC(=O)c3ccccc3)c2)c1-c1ccccc1,[Br-],472.15
CCOC(=O)CCCn1c(C)[n+](Cc2ccccc2)c2ccccc21.[Br-],CCOC(=O)CCCn1c(C)[n+](Cc2ccccc2)c2ccccc21,[Br-],504.15
CCCCCCCCCCCC[n+]1cn(CC)c2ccccc21.[Br-],CCCCCCCCCCCC[n+]1cn(CC)c2ccccc21,[Br-],344.15
C[n+]1c(-c2ccccc2C(=O)O)[nH]c2ccccc21.[Br-],C[n+]1c(-c2ccccc2C(=O)O)[nH]c2ccccc21,[Br-],543.15
CCCCCCCCCn1c[n+](CCCCCCCCC)c2ccccc21.[Br-],CCCCCCCCCn1c[n+](CCCCCCCCC)c2ccccc21,[Br-],370.15
CCCCCCCCCCCCCCCC[n+]1cn(CC)c2ccccc21.[Br-],CCCCCCCCCCCCCCCC[n+]1cn(CC)c2ccccc21,[Br-],340.15
Cn1c(-c2ccc([N+](=O)[O-])cc2)[n+](C)c2cc([N+](=O)[O-])ccc21.[Br-],Cn1c(-c2ccc([N+](=O)[O-])cc2)[n+](C)c2cc([N+](=O)[O-])ccc21,[Br-],528.15
Cn1c(C(F)(F)F)[n+](C)c2ccccc21.[Br-],Cn1c(C(F)(F)F)[n+](C)c2ccccc21,[Br-],533.15
CCc1n(C)c2ccc([N+](=O)[O-])cc2[n+]1C.[Br-],CCc1n(C)c2ccc([N+](=O)[O-])cc2[n+]1C,[Br-],518.15
CCn1c(C)[n+](CCC=O)c2cc(Cl)c(Cl)cc21.[Br-],CCn1c(C)[n+](CCC=O)c2cc(Cl)c(Cl)cc21,[Br-],553.15
Cn1c(C(F)(F)F)[n+](C)c2cc(Cl)ccc21.[Br-],Cn1c(C(F)(F)F)[n+](C)c2cc(Cl)ccc21,[Br-],465.15
Cn1c(C(F)(F)F)[n+](C)c2c(Br)c(Br)c(Br)c(Br)c21.[Br-],Cn1c(C(F)(F)F)[n+](C)c2c(Br)c(Br)c(Br)c(Br)c21,[Br-],486.15
CCn1c(Cc2ccccc2)[n+](CCC(C)=O)c2cc(Cl)c(Cl)cc21.[Br-],CCn1c(Cc2ccccc2)[n+](CCC(C)=O)c2cc(Cl)c(Cl)cc21,[Br-],446.15
CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(C#N)cc21.[Br-],CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(C#N)cc21,[Br-],480.15
CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(C(=O)OC)cc21.[Br-],CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(C(=O)OC)cc21,[Br-],482.15
CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(S(C)(=O)=O)cc21.[Br-],CCOC(=O)C[n+]1c(-c2ccc(-c3ccc(Cl)cc3)o2)n(C)c2ccc(S(C)(=O)=O)cc21,[Br-],498.15
CCN1C(=CC=Cc2n(CCOC(C)=O)c3ccc(C#N)cc3[n+]2CCO)N(CC)c2cc(C#N)ccc21.[Br-],CCN1C(=CC=Cc2n(CCOC(C)=O)c3ccc(C#N)cc3[n+]2CCO)N(CC)c2cc(C#N)ccc21,[Br-],461.15
CCN1C(=CC=Cc2n(CC)c3c(Br)c(Br)c(Br)c(Br)c3[n+]2CC)N(CC)c2c(Br)c(Br)c(Br)c(Br)c21.[Br-],CCN1C(=CC=Cc2n(CC)c3c(Br)c(Br)c(Br)c(Br)c3[n+]2CC)N(CC)c2c(Br)c(Br)c(Br)c(Br)c21,[Br-],488.15
CCN1C(=CC=Cc2n(CC)c3c(Br)c(Cl)c(Cl)c(Br)c3[n+]2CC)N(CC)c2c(Br)c(Cl)c(Cl)c(Br)c21.[Br-],CCN1C(=CC=Cc2n(CC)c3c(Br)c(Cl)c(Cl)c(Br)c3[n+]2CC)N(CC)c2c(Br)c(Cl)c(Cl)c(Br)c21,[Br-],556.15
CCN1C(=CC=Cc2n(CCOC(C)=O)c3ccc(C#N)cc3[n+]2CCOC(C)=O)N(CC)c2cc(Cl)c(Cl)cc21.[Br-],CCN1C(=CC=Cc2n(CCOC(C)=O)c3ccc(C#N)cc3[n+]2CCOC(C)=O)N(CC)c2cc(Cl)c(Cl)cc21,[Br-],436.15
CCNS(=O)(=O)c1ccc2c(c1)[n+](CCCCS(=O)(=O)NC(C)=O)c(C=CC=C1Oc3cc(C)c(C)cc3N1CC)n2CC.[Br-],CCNS(=O)(=O)c1ccc2c(c1)[n+](CCCCS(=O)(=O)NC(C)=O)c(C=CC=C1Oc3cc(C)c(C)cc3N1CC)n2CC,[Br-],426.15
CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CCOCCC(=O)O)N(CCOCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CCOCCC(=O)O)N(CCOCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],498.15
Cc1n(C)c2ccccc2[n+]1CC#N.[Br-],Cc1n(C)c2ccccc2[n+]1CC#N,[Br-],516.15
CCn1c(C)[n+](CC#N)c2ccccc21.[Br-],CCn1c(C)[n+](CC#N)c2ccccc21,[Br-],534.15
Cc1ccc(C(=O)C[n+]2c(N)n(C)c3ccccc32)cc1.[Br-],Cc1ccc(C(=O)C[n+]2c(N)n(C)c3ccccc32)cc1,[Br-],545.15
Cn1c(N)[n+](CC(=O)c2ccco2)c2ccccc21.[Br-],Cn1c(N)[n+](CC(=O)c2ccco2)c2ccccc21,[Br-],532.15
CC[n+]1c(-c2cc(C)nc3ccccc23)[nH]c2ccccc21.[Br-],CC[n+]1c(-c2cc(C)nc3ccccc23)[nH]c2ccccc21,[Br-],592.15
COc1ccc2c(c1)[n+](CC(=O)c1ccccc1)cn2C.[Br-],COc1ccc2c(c1)[n+](CC(=O)c1ccccc1)cn2C,[Br-],469.15
Cn1c[n+](CC(=O)c2ccccc2)c2cc([N+](=O)[O-])ccc21.[Br-],Cn1c[n+](CC(=O)c2ccccc2)c2cc([N+](=O)[O-])ccc21,[Br-],497.15
Cc1n(C)c2ccc([N+](=O)[O-])cc2[n+]1CC(=O)c1ccccc1.[Br-],Cc1n(C)c2ccc([N+](=O)[O-])cc2[n+]1CC(=O)c1ccccc1,[Br-],538.15
CCCCn1c(N)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],CCCCn1c(N)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],486.15
CCn1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2cc(C)c(C)cc21.[Br-],CCn1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2cc(C)c(C)cc21,[Br-],527.15
COc1ccc2c(c1)[n+](CC(=O)c1ccc([N+](=O)[O-])cc1)cn2C.[Br-],COc1ccc2c(c1)[n+](CC(=O)c1ccc([N+](=O)[O-])cc1)cn2C,[Br-],512.15
Cc1n(-c2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1.[Br-],Cc1n(-c2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1,[Br-],500.15
Cn1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2cc([N+](=O)[O-])ccc21.[Br-],Cn1c[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2cc([N+](=O)[O-])ccc21,[Br-],509.15
CCN(CC)CCn1c(C)[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc21.[Br-],CCN(CC)CCn1c(C)[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc21,[Br-],471.15
COc1ccc(OC)c2c1n(Cc1ccccc1)c[n+]2CC(=O)c1ccc([N+](=O)[O-])cc1.[Br-],COc1ccc(OC)c2c1n(Cc1ccccc1)c[n+]2CC(=O)c1ccc([N+](=O)[O-])cc1,[Br-],500.15
CC(C)(C)C(=O)C[n+]1c(N)n(N)c2ccccc21.[Br-],CC(C)(C)C(=O)C[n+]1c(N)n(N)c2ccccc21,[Br-],521.15
Nc1n(N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],Nc1n(N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],531.15
COc1ccc(C(=O)C[n+]2c(N)n(N)c3ccccc32)cc1.[Br-],COc1ccc(C(=O)C[n+]2c(N)n(N)c3ccccc32)cc1,[Br-],553.15
CC(C)n1c(N)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],CC(C)n1c(N)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],481.15
COC(=O)C[n+]1c(N)n(C)c2ccccc21.[Br-],COC(=O)C[n+]1c(N)n(C)c2ccccc21,[Br-],514.15
CCOC(=O)C[n+]1c(N)n(C)c2ccccc21.[Br-],CCOC(=O)C[n+]1c(N)n(C)c2ccccc21,[Br-],525.15
CCCCn1c(N)[n+](CC(=O)OC)c2ccccc21.[Br-],CCCCn1c(N)[n+](CC(=O)OC)c2ccccc21,[Br-],501.15
Nc1n(Cc2ccc([N+](=O)[O-])cc2)c2ccccc2[n+]1Cc1ccc([N+](=O)[O-])cc1.[Br-],Nc1n(Cc2ccc([N+](=O)[O-])cc2)c2ccccc2[n+]1Cc1ccc([N+](=O)[O-])cc1,[Br-],590.15
Cn1c(SCC(=O)c2ccccc2)[n+](N)c2ccccc21.[Br-],Cn1c(SCC(=O)c2ccccc2)[n+](N)c2ccccc21,[Br-],396.15
N#CCCCn1c[n+](CCC#N)c2ccccc21.[Br-],N#CCCCn1c[n+](CCC#N)c2ccccc21,[Br-],424.15
COC(=O)Cn1c(C)[n+](CC(C)=O)c2ccccc21.[Br-],COC(=O)Cn1c(C)[n+](CC(C)=O)c2ccccc21,[Br-],504.15
CCOC(=O)Cn1c(CC)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],CCOC(=O)Cn1c(CC)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],508.15
COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(OC)cc2)c2ccccc21.[Br-],COC(=O)Cn1c(C)[n+](CC(=O)c2ccc(OC)cc2)c2ccccc21,[Br-],488.15
O=C(O)Cn1c(Cc2ccccc2)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],O=C(O)Cn1c(Cc2ccccc2)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],449.15
CCCCNC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],CCCCNC(=O)Cn1c(C)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],490.15
COC(=O)Cn1c(C)[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc21.[Br-],COC(=O)Cn1c(C)[n+](CC(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc21,[Br-],501.15
CCOC(=O)Cn1c(Cc2ccccc2)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],CCOC(=O)Cn1c(Cc2ccccc2)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],485.15
CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCN1C(=CC=Cc2n(CC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],521.15
CCCCCCCCN1C(=CC=Cc2n(CCCCCCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCCN1C(=CC=Cc2n(CCCCCCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],382.15
CCCCCCCCCCCCN1C(=CC=Cc2n(CCCCCCCCCCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21.[Br-],CCCCCCCCCCCCN1C(=CC=Cc2n(CCCCCCCCCCCC)c3cc(Cl)c(Cl)cc3[n+]2CCCC(=O)O)N(CCCC(=O)O)c2cc(Cl)c(Cl)cc21,[Br-],369.15
C=CC[n+]1cn(C(C)CC#N)c2cccc(C)c21.[Br-],C=CC[n+]1cn(C(C)CC#N)c2cccc(C)c21,[Br-],454.15
Cc1cccc2c1[n+](CCCC#N)cn2C(C)CC#N.[Br-],Cc1cccc2c1[n+](CCCC#N)cn2C(C)CC#N,[Br-],461.15
Cc1cccc2c1[n+](Cc1ccccc1)cn2C(C)CC#N.[Br-],Cc1cccc2c1[n+](Cc1ccccc1)cn2C(C)CC#N,[Br-],488.15
COC(=O)c1ccc(NC(=O)C[n+]2cn(C(C)CC#N)c3cccc(C)c32)cc1.[Br-],COC(=O)c1ccc(NC(=O)C[n+]2cn(C(C)CC#N)c3cccc(C)c32)cc1,[Br-],415.15
COC(=O)C[n+]1c(N)n(NCc2ccccc2)c2ccccc21.[Br-],COC(=O)C[n+]1c(N)n(NCc2ccccc2)c2ccccc21,[Br-],489.15
C#CC[n+]1c(CO)n(CCC#N)c2ccccc21.[Br-],C#CC[n+]1c(CO)n(CCC#N)c2ccccc21,[Br-],460.15
C=CC[n+]1c(CO)n(CCC#N)c2ccccc21.[Br-],C=CC[n+]1c(CO)n(CCC#N)c2ccccc21,[Br-],460.15
CCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],CCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],431.15
Cc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],Cc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],475.15
CCCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],CCCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],482.15
N#CCCn1c(CO)[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],N#CCCn1c(CO)[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],478.15
Cc1n(CCC(N)=O)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],Cc1n(CCC(N)=O)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],529.15
CCCCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],CCCCc1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],446.15
CC(O)c1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],CC(O)c1n(CCC#N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],456.15
Cc1n(N)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],Cc1n(N)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],503.15
Cc1n(N)c2ccccc2[n+]1CC(=O)c1cccs1.[Br-],Cc1n(N)c2ccccc2[n+]1CC(=O)c1cccs1,[Br-],495.15
Cc1n(N=Cc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],Cc1n(N=Cc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],493.15
Cc1n(NCc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],Cc1n(NCc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],492.15
Cc1n(N=Cc2ccc([N+](=O)[O-])cc2)c2ccccc2[n+]1CC(=O)c1ccccc1.[Br-],Cc1n(N=Cc2ccc([N+](=O)[O-])cc2)c2ccccc2[n+]1CC(=O)c1ccccc1,[Br-],511.15
Cc1n(NCc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1.[Br-],Cc1n(NCc2ccccc2)c2ccccc2[n+]1CC(=O)c1ccc([N+](=O)[O-])cc1,[Br-],502.15
CCn1c[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],CCn1c[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],386.15
C=CCn1c[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],C=CCn1c[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],379.15
O=C(C[n+]1cn(CO)c2ccccc21)c1ccccc1.[Br-],O=C(C[n+]1cn(CO)c2ccccc21)c1ccccc1,[Br-],456.15
C=CCn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21.[Br-],C=CCn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21,[Br-],488.15
CCn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21.[Br-],CCn1c[n+](CC(=O)c2ccc(Br)cc2)c2ccccc21,[Br-],471.15
C=C(Br)Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21.[Br-],C=C(Br)Cn1c[n+](CC(=O)c2ccccc2)c2ccccc21,[Br-],437.15
O=C(C[n+]1cn(CO)c2ccccc21)c1ccc(Br)cc1.[Br-],O=C(C[n+]1cn(CO)c2ccccc21)c1ccc(Br)cc1,[Br-],512.15
